case_id,start_time,end_time,Role,Activity,Resource
103,2011-01-19T07:57:00,2011-01-19T07:58:00,Requester, Release Purchase Order,Miu Hanwan
103,2011-01-19T10:25:00,2011-01-19T10:26:00,Requester, Approve Purchase Order for payment,Magdalena Predutta
103,2011-01-20T01:11:00,2011-01-20T01:11:00,Requester, Send invoice,Kiu Kan
103,2011-01-20T15:33:00,2011-01-20T15:40:00,Requester, Release Supplier's Invoice,Karalda Nimwada
103,2011-01-20T15:40:00,2011-01-20T15:40:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
103,2011-01-20T16:45:00,2011-01-20T16:49:00,Requester, Pay invoice,Karalda Nimwada
104,2011-01-13T04:07:00,2011-01-13T04:22:00,Requester, Create Purchase Requisition,Anna Kaufmann
104,2011-01-14T01:42:00,2011-01-14T01:46:00,Requester, Analyze Purchase Requisition,Francis Odell
104,2011-01-14T01:51:00,2011-01-14T01:52:00,Requester, Create Request for Quotation Requester Manager,Heinz Gutschmidt
104,2011-01-16T14:54:00,2011-01-16T15:22:00,Requester, Analyze Request for Quotation,Karel de Groot
106,2011-01-13T06:11:00,2011-01-13T06:18:00,Requester, Create Purchase Requisition,Tesca Lobes
106,2011-01-14T05:03:00,2011-01-14T05:08:00,Requester, Analyze Purchase Requisition,Francis Odell
106,2011-01-14T05:13:00,2011-01-14T05:14:00,Requester, Create Request for Quotation Requester Manager,Maris Freeman
106,2011-01-14T15:57:00,2011-01-14T16:15:00,Requester, Analyze Request for Quotation,Karel de Groot
106,2011-01-14T16:59:00,2011-01-14T17:07:00,Requester, Amend Request for Quotation Requester,Esmana Liubiata
106,2011-01-16T11:33:00,2011-01-16T11:56:00,Requester, Analyze Request for Quotation,Francois de Perrier
107,2011-01-13T09:04:00,2011-01-13T09:55:00,Requester, Create Purchase Requisition,Anne Olwada
107,2011-01-13T20:17:00,2011-01-13T20:24:00,Requester, Analyze Purchase Requisition,Francis Odell
107,2011-01-13T20:29:00,2011-01-13T20:31:00,Requester, Create Request for Quotation Requester Manager,Francis Odell
107,2011-01-16T11:29:00,2011-01-16T12:03:00,Requester, Analyze Request for Quotation,Karel de Groot
107,2011-01-18T16:20:00,2011-01-18T16:44:00,Requester, Send Request for Quotation to Supplier,Francois de Perrier
107,2011-01-19T02:08:00,2011-01-19T06:19:00,Requester, Create Quotation comparison Map,Francois de Perrier
107,2011-01-19T12:37:00,2011-01-19T12:44:00,Requester, Analyze Quotation comparison Map,Alberto Duport
107,2011-01-19T12:44:00,2011-01-19T12:44:00,Requester, Choose best option,Anna Kaufmann
107,2011-01-19T15:21:00,2011-01-19T22:28:00,Requester, Settle conditions with supplier,Karel de Groot
107,2011-01-20T23:43:00,2011-01-20T23:55:00,Requester, Create Purchase Order,Magdalena Predutta
107,2011-01-21T19:37:00,2011-01-21T19:52:00,Requester, Confirm Purchase Order,Carmen Finacse
107,2011-01-22T01:22:00,2011-01-22T22:00:00,Requester, Deliver Goods Services,Kiu Kan
107,2011-01-23T05:34:00,2011-01-23T05:35:00,Requester, Release Purchase Order,Elvira Lores
107,2011-01-23T15:43:00,2011-01-23T15:44:00,Requester, Approve Purchase Order for payment,Karel de Groot
107,2011-01-23T23:20:00,2011-01-23T23:20:00,Requester, Send invoice,Kiu Kan
107,2011-01-24T13:42:00,2011-01-24T13:47:00,Requester, Release Supplier's Invoice,Karalda Nimwada
107,2011-01-24T14:13:00,2011-01-24T14:42:00,Requester, Settle dispute with supplier Financial Manager,Pedro Alvares
107,2011-01-24T14:42:00,2011-01-24T14:42:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
107,2011-01-24T15:26:00,2011-01-24T15:32:00,Requester, Pay invoice,Pedro Alvares
109,2011-01-13T09:50:00,2011-01-13T09:56:00,Requester, Create Purchase Requisition,Christian Francois
109,2011-01-14T09:24:00,2011-01-14T09:32:00,Requester, Analyze Purchase Requisition,Heinz Gutschmidt
110,2011-01-13T12:33:00,2011-01-13T12:39:00,Requester, Create Purchase Requisition,Esmana Liubiata
110,2011-01-14T03:07:00,2011-01-14T03:13:00,Requester, Analyze Purchase Requisition,Francis Odell
110,2011-01-14T03:17:00,2011-01-14T03:19:00,Requester, Create Request for Quotation Requester Manager,Heinz Gutschmidt
110,2011-01-16T15:02:00,2011-01-16T15:33:00,Requester, Analyze Request for Quotation,Magdalena Predutta
110,2011-01-17T07:22:00,2011-01-17T07:46:00,Requester, Amend Request for Quotation Requester Manager,Maris Freeman
110,2011-01-18T12:35:00,2011-01-18T13:00:00,Requester, Analyze Request for Quotation,Magdalena Predutta
110,2011-01-19T01:51:00,2011-01-19T02:07:00,Requester, Send Request for Quotation to Supplier,Francois de Perrier
110,2011-01-19T09:13:00,2011-01-19T10:25:00,Requester, Create Quotation comparison Map,Magdalena Predutta
110,2011-01-19T16:56:00,2011-01-19T17:19:00,Requester, Analyze Quotation comparison Map,Fjodor Kowalski
110,2011-01-19T17:19:00,2011-01-19T17:19:00,Requester, Choose best option,Esmana Liubiata
110,2011-01-21T00:28:00,2011-01-21T07:14:00,Requester, Settle conditions with supplier,Magdalena Predutta
110,2011-01-21T08:03:00,2011-01-21T08:14:00,Requester, Create Purchase Order,Karel de Groot
110,2011-01-21T20:39:00,2011-01-21T21:05:00,Requester, Confirm Purchase Order,Kiu Kan
110,2011-01-23T08:44:00,2011-01-23T19:59:00,Requester, Deliver Goods Services,Sean Manney
110,2011-01-24T03:18:00,2011-01-24T03:19:00,Requester, Release Purchase Order,Alberto Duport
110,2011-01-25T05:32:00,2011-01-25T05:33:00,Requester, Approve Purchase Order for payment,Karel de Groot
110,2011-01-26T20:45:00,2011-01-26T20:45:00,Requester, Send invoice,Carmen Finacse
110,2011-01-27T10:52:00,2011-01-27T10:59:00,Requester, Release Supplier's Invoice,Karalda Nimwada
110,2011-01-27T10:59:00,2011-01-27T10:59:00,Requester, Authorize Supplier's Invoice payment,Pedro Alvares
110,2011-01-27T11:28:00,2011-01-27T11:33:00,Requester, Pay invoice,Pedro Alvares
111,2011-01-13T12:51:00,2011-01-13T13:11:00,Requester, Create Purchase Requisition,Fjodor Kowalski
111,2011-01-14T11:11:00,2011-01-14T11:18:00,Requester, Analyze Purchase Requisition,Maris Freeman
111,2011-01-14T11:23:00,2011-01-14T11:24:00,Requester, Create Request for Quotation Requester Manager,Heinz Gutschmidt
111,2011-01-16T16:44:00,2011-01-16T16:57:00,Requester, Analyze Request for Quotation,Magdalena Predutta
111,2011-01-16T17:48:00,2011-01-16T17:54:00,Requester, Amend Request for Quotation Requester,Christian Francois
111,2011-01-17T13:38:00,2011-01-17T14:00:00,Requester, Analyze Request for Quotation,Magdalena Predutta
111,2011-01-18T13:35:00,2011-01-18T13:57:00,Requester, Send Request for Quotation to Supplier,Karel de Groot
111,2011-01-18T19:46:00,2011-01-19T00:00:00,Requester, Create Quotation comparison Map,Karel de Groot
111,2011-01-19T06:27:00,2011-01-19T06:41:00,Requester, Analyze Quotation comparison Map,Elvira Lores
111,2011-01-19T06:41:00,2011-01-19T06:41:00,Requester, Choose best option,Fjodor Kowalski
111,2011-01-20T06:33:00,2011-01-20T14:29:00,Requester, Settle conditions with supplier,Francois de Perrier
111,2011-01-21T15:16:00,2011-01-21T15:25:00,Requester, Create Purchase Order,Francois de Perrier
111,2011-01-21T20:43:00,2011-01-21T20:58:00,Requester, Confirm Purchase Order,Carmen Finacse
111,2011-01-23T20:04:00,2011-01-23T23:43:00,Requester, Deliver Goods Services,Sean Manney
111,2011-01-24T06:31:00,2011-01-24T06:32:00,Requester, Release Purchase Order,Fjodor Kowalski
111,2011-01-24T19:30:00,2011-01-24T19:31:00,Requester, Approve Purchase Order for payment,Karel de Groot
111,2011-01-26T21:33:00,2011-01-26T21:33:00,Requester, Send invoice,Carmen Finacse
111,2011-01-27T11:46:00,2011-01-27T11:50:00,Requester, Release Supplier's Invoice,Karalda Nimwada
111,2011-01-27T12:17:00,2011-01-27T12:42:00,Requester, Settle dispute with supplier Financial Manager,Pedro Alvares
111,2011-01-27T12:42:00,2011-01-27T12:42:00,Requester, Authorize Supplier's Invoice payment,Pedro Alvares
111,2011-01-27T12:51:00,2011-01-27T12:55:00,Requester, Pay invoice,Pedro Alvares
112,2011-01-14T01:30:00,2011-01-14T01:35:00,Requester, Create Purchase Requisition,Penn Osterwalder
112,2011-01-14T19:08:00,2011-01-14T19:14:00,Requester, Analyze Purchase Requisition,Maris Freeman
112,2011-01-14T19:22:00,2011-01-14T19:25:00,Requester, Create Request for Quotation Requester Manager,Maris Freeman
112,2011-01-16T03:03:00,2011-01-16T03:35:00,Requester, Analyze Request for Quotation,Karel de Groot
112,2011-01-16T04:19:00,2011-01-16T04:29:00,Requester, Amend Request for Quotation Requester,Alberto Duport
112,2011-01-16T11:56:00,2011-01-16T12:14:00,Requester, Analyze Request for Quotation,Francois de Perrier
112,2011-01-18T11:23:00,2011-01-18T11:50:00,Requester, Send Request for Quotation to Supplier,Magdalena Predutta
112,2011-01-19T09:43:00,2011-01-19T15:20:00,Requester, Create Quotation comparison Map,Karel de Groot
112,2011-01-19T22:27:00,2011-01-19T22:42:00,Requester, Analyze Quotation comparison Map,Fjodor Kowalski
112,2011-01-19T22:42:00,2011-01-19T22:42:00,Requester, Choose best option,Anna Kaufmann
112,2011-01-20T10:24:00,2011-01-20T22:32:00,Requester, Settle conditions with supplier,Magdalena Predutta
112,2011-01-21T21:15:00,2011-01-21T21:23:00,Requester, Create Purchase Order,Francois de Perrier
112,2011-01-22T01:19:00,2011-01-22T01:46:00,Requester, Confirm Purchase Order,Esmeralda Clay
112,2011-01-25T22:11:00,2011-01-27T19:54:00,Requester, Deliver Goods Services,Sean Manney
112,2011-01-28T03:40:00,2011-01-28T03:41:00,Requester, Release Purchase Order,Clement Duchot
112,2011-01-29T01:32:00,2011-01-29T01:33:00,Requester, Approve Purchase Order for payment,Francois de Perrier
112,2011-01-30T16:32:00,2011-01-30T16:32:00,Requester, Send invoice,Kiu Kan
112,2011-01-31T06:55:00,2011-01-31T07:00:00,Requester, Release Supplier's Invoice,Karalda Nimwada
112,2011-01-31T07:00:00,2011-01-31T07:00:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
112,2011-01-31T07:10:00,2011-01-31T07:20:00,Requester, Pay invoice,Pedro Alvares
115,2011-01-14T06:40:00,2011-01-14T07:16:00,Requester, Create Purchase Requisition,Nico Ojenbeer
115,2011-01-14T11:17:00,2011-01-14T11:28:00,Requester, Create Request for Quotation Requester,Christian Francois
115,2011-01-16T13:33:00,2011-01-16T13:41:00,Requester, Analyze Request for Quotation,Karel de Groot
115,2011-01-17T01:17:00,2011-01-17T01:38:00,Requester, Send Request for Quotation to Supplier,Francois de Perrier
115,2011-01-17T04:17:00,2011-01-17T08:59:00,Requester, Create Quotation comparison Map,Karel de Groot
115,2011-01-17T15:35:00,2011-01-17T15:50:00,Requester, Analyze Quotation comparison Map,Clement Duchot
115,2011-01-17T15:50:00,2011-01-17T15:50:00,Requester, Choose best option,Anne Olwada
115,2011-01-17T19:31:00,2011-01-18T06:11:00,Requester, Settle conditions with supplier,Francois de Perrier
115,2011-01-18T12:26:00,2011-01-18T12:34:00,Requester, Create Purchase Order,Magdalena Predutta
115,2011-01-18T22:55:00,2011-01-18T23:10:00,Requester, Confirm Purchase Order,Kiu Kan
115,2011-01-21T15:36:00,2011-01-22T11:46:00,Requester, Deliver Goods Services,Karen Clarens
115,2011-01-22T19:40:00,2011-01-22T19:41:00,Requester, Release Purchase Order,Christian Francois
115,2011-01-23T09:36:00,2011-01-23T09:37:00,Requester, Approve Purchase Order for payment,Francois de Perrier
115,2011-01-23T19:59:00,2011-01-23T19:59:00,Requester, Send invoice,Sean Manney
115,2011-01-24T10:07:00,2011-01-24T10:13:00,Requester, Release Supplier's Invoice,Karalda Nimwada
115,2011-01-24T10:13:00,2011-01-24T10:13:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
115,2011-01-24T11:13:00,2011-01-24T11:23:00,Requester, Pay invoice,Karalda Nimwada
117,2011-01-14T08:56:00,2011-01-14T09:07:00,Requester, Create Purchase Requisition,Anne Olwada
117,2011-01-15T04:15:00,2011-01-15T04:21:00,Requester, Analyze Purchase Requisition,Francis Odell
117,2011-01-15T04:25:00,2011-01-15T04:27:00,Requester, Create Request for Quotation Requester Manager,Maris Freeman
117,2011-01-16T13:41:00,2011-01-16T14:11:00,Requester, Analyze Request for Quotation,Karel de Groot
117,2011-01-16T15:11:00,2011-01-16T15:35:00,Requester, Send Request for Quotation to Supplier,Francois de Perrier
117,2011-01-16T15:39:00,2011-01-16T21:20:00,Requester, Create Quotation comparison Map,Karel de Groot
117,2011-01-17T04:20:00,2011-01-17T04:34:00,Requester, Analyze Quotation comparison Map,Alberto Duport
117,2011-01-17T04:34:00,2011-01-17T04:34:00,Requester, Choose best option,Alberto Duport
117,2011-01-17T08:59:00,2011-01-17T22:34:00,Requester, Settle conditions with supplier,Karel de Groot
117,2011-01-18T06:40:00,2011-01-18T06:50:00,Requester, Create Purchase Order,Magdalena Predutta
117,2011-01-18T13:05:00,2011-01-18T13:16:00,Requester, Confirm Purchase Order,Sean Manney
117,2011-01-20T01:17:00,2011-01-21T19:00:00,Requester, Deliver Goods Services,Carmen Finacse
117,2011-01-22T02:29:00,2011-01-22T02:30:00,Requester, Release Purchase Order,Nico Ojenbeer
117,2011-01-22T16:27:00,2011-01-22T16:28:00,Requester, Approve Purchase Order for payment,Francois de Perrier
117,2011-01-23T10:23:00,2011-01-23T10:23:00,Requester, Send invoice,Carmen Finacse
117,2011-01-24T00:47:00,2011-01-24T00:54:00,Requester, Release Supplier's Invoice,Pedro Alvares
117,2011-01-24T00:54:00,2011-01-24T00:54:00,Requester, Authorize Supplier's Invoice payment,Pedro Alvares
117,2011-01-24T01:28:00,2011-01-24T01:37:00,Requester, Pay invoice,Pedro Alvares
118,2011-01-14T23:31:00,2011-01-15T00:16:00,Requester, Create Purchase Requisition,Tesca Lobes
118,2011-01-15T10:33:00,2011-01-15T10:40:00,Requester, Analyze Purchase Requisition,Francis Odell
118,2011-01-15T10:45:00,2011-01-15T10:47:00,Requester, Create Request for Quotation Requester Manager,Maris Freeman
118,2011-01-15T16:12:00,2011-01-15T16:46:00,Requester, Analyze Request for Quotation,Magdalena Predutta
118,2011-01-16T07:10:00,2011-01-16T07:24:00,Requester, Send Request for Quotation to Supplier,Francois de Perrier
118,2011-01-16T07:54:00,2011-01-16T08:32:00,Requester, Create Quotation comparison Map,Francois de Perrier
118,2011-01-16T15:00:00,2011-01-16T15:26:00,Requester, Analyze Quotation comparison Map,Fjodor Kowalski
118,2011-01-16T15:26:00,2011-01-16T15:26:00,Requester, Choose best option,Penn Osterwalder
118,2011-01-16T19:37:00,2011-01-17T05:00:00,Requester, Settle conditions with supplier,Magdalena Predutta
118,2011-01-17T16:13:00,2011-01-17T16:24:00,Requester, Create Purchase Order,Magdalena Predutta
118,2011-01-18T23:10:00,2011-01-18T23:42:00,Requester, Confirm Purchase Order,Kiu Kan
118,2011-01-19T21:17:00,2011-01-21T00:54:00,Requester, Deliver Goods Services,Esmeralda Clay
118,2011-01-21T07:45:00,2011-01-21T07:46:00,Requester, Release Purchase Order,Anne Olwada
118,2011-01-21T22:05:00,2011-01-21T22:06:00,Requester, Approve Purchase Order for payment,Francois de Perrier
118,2011-01-24T23:53:00,2011-01-24T23:53:00,Requester, Send invoice,Carmen Finacse
118,2011-01-25T14:30:00,2011-01-25T14:32:00,Requester, Release Supplier's Invoice,Karalda Nimwada
118,2011-01-25T14:32:00,2011-01-25T14:32:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
118,2011-01-25T14:43:00,2011-01-25T14:50:00,Requester, Pay invoice,Pedro Alvares
119,2011-01-15T10:34:00,2011-01-15T11:05:00,Requester, Create Purchase Requisition,Anna Kaufmann
119,2011-01-16T01:19:00,2011-01-16T01:25:00,Requester, Analyze Purchase Requisition,Maris Freeman
119,2011-01-16T01:33:00,2011-01-16T01:36:00,Requester, Create Request for Quotation Requester Manager,Francis Odell
119,2011-01-16T15:33:00,2011-01-16T15:39:00,Requester, Analyze Request for Quotation,Magdalena Predutta
119,2011-01-18T13:00:00,2011-01-18T13:26:00,Requester, Send Request for Quotation to Supplier,Magdalena Predutta
119,2011-01-18T17:31:00,2011-01-18T19:04:00,Requester, Create Quotation comparison Map,Magdalena Predutta
119,2011-01-19T01:34:00,2011-01-19T01:43:00,Requester, Analyze Quotation comparison Map,Alberto Duport
119,2011-01-19T01:43:00,2011-01-19T01:43:00,Requester, Choose best option,Penn Osterwalder
119,2011-01-19T13:06:00,2011-01-19T17:33:00,Requester, Settle conditions with supplier,Francois de Perrier
119,2011-01-20T23:58:00,2011-01-21T00:10:00,Requester, Create Purchase Order,Francois de Perrier
119,2011-01-21T20:04:00,2011-01-21T20:20:00,Requester, Confirm Purchase Order,Carmen Finacse
119,2011-01-22T07:33:00,2011-01-23T08:44:00,Requester, Deliver Goods Services,Sean Manney
119,2011-01-23T16:07:00,2011-01-23T16:08:00,Requester, Release Purchase Order,Immanuel Karagianni
119,2011-01-23T20:02:00,2011-01-23T20:03:00,Requester, Approve Purchase Order for payment,Francois de Perrier
119,2011-01-24T23:33:00,2011-01-24T23:33:00,Requester, Send invoice,Carmen Finacse
119,2011-01-25T13:54:00,2011-01-25T13:56:00,Requester, Release Supplier's Invoice,Karalda Nimwada
119,2011-01-25T13:56:00,2011-01-25T13:56:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
119,2011-01-25T14:37:00,2011-01-25T14:44:00,Requester, Pay invoice,Karalda Nimwada
120,2011-01-15T14:28:00,2011-01-15T15:08:00,Requester, Create Purchase Requisition,Immanuel Karagianni
120,2011-01-16T15:05:00,2011-01-16T15:11:00,Requester, Analyze Purchase Requisition,Francis Odell
120,2011-01-16T15:18:00,2011-01-16T15:19:00,Requester, Create Request for Quotation Requester Manager,Francis Odell
120,2011-01-16T16:11:00,2011-01-16T16:44:00,Requester, Analyze Request for Quotation,Magdalena Predutta
120,2011-01-16T17:44:00,2011-01-16T17:58:00,Requester, Amend Request for Quotation Requester,Elvira Lores
120,2011-01-16T21:20:00,2011-01-16T21:50:00,Requester, Analyze Request for Quotation,Karel de Groot
120,2011-01-16T22:32:00,2011-01-16T22:40:00,Requester, Amend Request for Quotation Requester,Tesca Lobes
120,2011-01-20T17:10:00,2011-01-20T17:42:00,Requester, Analyze Request for Quotation,Karel de Groot
120,2011-01-21T07:28:00,2011-01-21T07:52:00,Requester, Send Request for Quotation to Supplier,Francois de Perrier
120,2011-01-21T15:25:00,2011-01-21T21:05:00,Requester, Create Quotation comparison Map,Francois de Perrier
120,2011-01-22T03:27:00,2011-01-22T03:49:00,Requester, Analyze Quotation comparison Map,Nico Ojenbeer
120,2011-01-22T03:49:00,2011-01-22T03:49:00,Requester, Choose best option,Anna Kaufmann
120,2011-01-22T11:04:00,2011-01-22T18:40:00,Requester, Settle conditions with supplier,Karel de Groot
120,2011-01-22T20:38:00,2011-01-22T20:45:00,Requester, Create Purchase Order,Francois de Perrier
120,2011-01-23T10:41:00,2011-01-23T10:55:00,Requester, Confirm Purchase Order,Carmen Finacse
120,2011-01-24T23:53:00,2011-01-26T01:52:00,Requester, Deliver Goods Services,Carmen Finacse
120,2011-01-26T09:15:00,2011-01-26T09:16:00,Requester, Release Purchase Order,Tesca Lobes
120,2011-01-26T21:05:00,2011-01-26T21:06:00,Requester, Approve Purchase Order for payment,Magdalena Predutta
120,2011-01-27T10:49:00,2011-01-27T10:49:00,Requester, Send invoice,Carmen Finacse
120,2011-01-28T01:08:00,2011-01-28T01:15:00,Requester, Release Supplier's Invoice,Pedro Alvares
120,2011-01-28T01:15:00,2011-01-28T01:15:00,Requester, Authorize Supplier's Invoice payment,Pedro Alvares
120,2011-01-28T01:26:00,2011-01-28T01:34:00,Requester, Pay invoice,Pedro Alvares
122,2011-01-16T00:29:00,2011-01-16T00:54:00,Requester, Create Purchase Requisition,Tesca Lobes
122,2011-01-16T01:52:00,2011-01-16T01:59:00,Requester, Create Request for Quotation Requester,Nico Ojenbeer
122,2011-01-16T12:22:00,2011-01-16T13:08:00,Requester, Analyze Request for Quotation,Francois de Perrier
122,2011-01-16T14:02:00,2011-01-16T14:09:00,Requester, Amend Request for Quotation Requester,Elvira Lores
122,2011-01-16T15:22:00,2011-01-16T15:39:00,Requester, Analyze Request for Quotation,Karel de Groot
122,2011-01-16T16:23:00,2011-01-16T16:31:00,Requester, Amend Request for Quotation Requester,Miu Hanwan
122,2011-01-16T17:46:00,2011-01-16T18:20:00,Requester, Analyze Request for Quotation,Francois de Perrier
122,2011-01-16T19:05:00,2011-01-16T19:11:00,Requester, Amend Request for Quotation Requester,Immanuel Karagianni
122,2011-01-19T08:52:00,2011-01-19T09:13:00,Requester, Analyze Request for Quotation,Magdalena Predutta
122,2011-01-20T03:15:00,2011-01-20T03:48:00,Requester, Send Request for Quotation to Supplier,Francois de Perrier
122,2011-01-20T14:04:00,2011-01-20T17:09:00,Requester, Create Quotation comparison Map,Karel de Groot
122,2011-01-20T23:24:00,2011-01-20T23:50:00,Requester, Analyze Quotation comparison Map,Anne Olwada
122,2011-01-20T23:50:00,2011-01-20T23:50:00,Requester, Choose best option,Alberto Duport
122,2011-01-21T16:46:00,2011-01-22T05:24:00,Requester, Settle conditions with supplier,Magdalena Predutta
122,2011-01-22T06:16:00,2011-01-22T06:23:00,Requester, Create Purchase Order,Magdalena Predutta
122,2011-01-23T10:23:00,2011-01-23T10:41:00,Requester, Confirm Purchase Order,Carmen Finacse
122,2011-01-23T23:43:00,2011-01-25T08:54:00,Requester, Deliver Goods Services,Sean Manney
122,2011-01-25T16:45:00,2011-01-25T16:46:00,Requester, Release Purchase Order,Anna Kaufmann
122,2011-01-26T02:26:00,2011-01-26T02:27:00,Requester, Approve Purchase Order for payment,Francois de Perrier
122,2011-01-26T20:55:00,2011-01-26T20:55:00,Requester, Send invoice,Carmen Finacse
122,2011-01-27T11:20:00,2011-01-27T11:24:00,Requester, Release Supplier's Invoice,Karalda Nimwada
122,2011-01-27T11:24:00,2011-01-27T11:24:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
122,2011-01-27T11:27:00,2011-01-27T11:32:00,Requester, Pay invoice,Karalda Nimwada
123,2011-01-16T05:19:00,2011-01-16T05:24:00,Requester, Create Purchase Requisition,Clement Duchot
123,2011-01-16T12:08:00,2011-01-16T12:18:00,Requester, Create Request for Quotation Requester,Miu Hanwan
123,2011-01-16T13:08:00,2011-01-16T13:28:00,Requester, Analyze Request for Quotation,Magdalena Predutta
123,2011-01-17T22:34:00,2011-01-17T22:57:00,Requester, Send Request for Quotation to Supplier,Karel de Groot
123,2011-01-18T08:21:00,2011-01-18T12:16:00,Requester, Create Quotation comparison Map,Francois de Perrier
123,2011-01-18T18:56:00,2011-01-18T19:10:00,Requester, Analyze Quotation comparison Map,Penn Osterwalder
123,2011-01-18T19:10:00,2011-01-18T19:10:00,Requester, Choose best option,Nico Ojenbeer
123,2011-01-19T06:20:00,2011-01-19T12:39:00,Requester, Settle conditions with supplier,Francois de Perrier
123,2011-01-20T23:55:00,2011-01-21T00:07:00,Requester, Create Purchase Order,Magdalena Predutta
123,2011-01-21T20:30:00,2011-01-21T20:39:00,Requester, Confirm Purchase Order,Kiu Kan
123,2011-01-23T09:03:00,2011-01-24T11:32:00,Requester, Deliver Goods Services,Esmeralda Clay
123,2011-01-24T19:32:00,2011-01-24T19:33:00,Requester, Release Purchase Order,Elvira Lores
123,2011-01-25T03:53:00,2011-01-25T03:54:00,Requester, Approve Purchase Order for payment,Karel de Groot
123,2011-01-26T01:52:00,2011-01-26T01:52:00,Requester, Send invoice,Carmen Finacse
123,2011-01-26T16:12:00,2011-01-26T16:17:00,Requester, Release Supplier's Invoice,Karalda Nimwada
123,2011-01-26T16:17:00,2011-01-26T16:17:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
123,2011-01-26T17:13:00,2011-01-26T17:22:00,Requester, Pay invoice,Pedro Alvares
124,2011-01-16T05:38:00,2011-01-16T06:09:00,Requester, Create Purchase Requisition,Elvira Lores
124,2011-01-16T21:31:00,2011-01-16T21:36:00,Requester, Analyze Purchase Requisition,Maris Freeman
124,2011-01-16T21:40:00,2011-01-16T21:41:00,Requester, Create Request for Quotation Requester Manager,Francis Odell
124,2011-01-22T21:35:00,2011-01-22T22:04:00,Requester, Analyze Request for Quotation,Francois de Perrier
124,2011-01-22T22:48:00,2011-01-22T23:01:00,Requester, Amend Request for Quotation Requester,Nico Ojenbeer
124,2011-01-23T18:07:00,2011-01-23T18:13:00,Requester, Analyze Request for Quotation,Magdalena Predutta
124,2011-01-24T02:49:00,2011-01-24T03:19:00,Requester, Send Request for Quotation to Supplier,Karel de Groot
124,2011-01-24T10:16:00,2011-01-24T11:32:00,Requester, Create Quotation comparison Map,Francois de Perrier
124,2011-01-24T18:11:00,2011-01-24T18:18:00,Requester, Analyze Quotation comparison Map,Clement Duchot
124,2011-01-24T18:18:00,2011-01-24T18:18:00,Requester, Choose best option,Elvira Lores
124,2011-01-24T21:25:00,2011-01-25T11:17:00,Requester, Settle conditions with supplier,Francois de Perrier
124,2011-01-25T12:38:00,2011-01-25T12:48:00,Requester, Create Purchase Order,Francois de Perrier
124,2011-01-26T17:22:00,2011-01-26T17:51:00,Requester, Confirm Purchase Order,Esmeralda Clay
124,2011-01-27T11:43:00,2011-01-28T04:58:00,Requester, Deliver Goods Services,Karen Clarens
124,2011-01-28T12:13:00,2011-01-28T12:14:00,Requester, Release Purchase Order,Nico Ojenbeer
124,2011-01-28T21:32:00,2011-01-29T06:39:00,Requester, Settle dispute with supplier Purchasing Agent,Karel de Groot
124,2011-01-29T14:33:00,2011-01-29T14:34:00,Requester, Release Purchase Order,Alberto Duport
124,2011-01-30T09:59:00,2011-01-30T10:00:00,Requester, Approve Purchase Order for payment,Magdalena Predutta
124,2011-01-31T08:08:00,2011-01-31T08:08:00,Requester, Send invoice,Kiu Kan
124,2011-01-31T22:17:00,2011-01-31T22:23:00,Requester, Release Supplier's Invoice,Karalda Nimwada
124,2011-01-31T22:30:00,2011-01-31T22:55:00,Requester, Settle dispute with supplier Financial Manager,Karalda Nimwada
124,2011-01-31T22:55:00,2011-01-31T22:55:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
124,2011-01-31T23:49:00,2011-01-31T23:54:00,Requester, Pay invoice,Karalda Nimwada
125,2011-01-16T08:50:00,2011-01-16T09:16:00,Requester, Create Purchase Requisition,Christian Francois
125,2011-01-16T14:31:00,2011-01-16T14:39:00,Requester, Create Request for Quotation Requester,Nico Ojenbeer
125,2011-01-22T11:59:00,2011-01-22T12:26:00,Requester, Analyze Request for Quotation,Magdalena Predutta
125,2011-01-23T04:30:00,2011-01-23T04:43:00,Requester, Amend Request for Quotation Requester Manager,Maris Freeman
125,2011-01-30T15:20:00,2011-01-30T15:36:00,Requester, Analyze Request for Quotation,Magdalena Predutta
125,2011-01-30T16:36:00,2011-01-30T16:49:00,Requester, Amend Request for Quotation Requester,Immanuel Karagianni
125,2011-01-31T02:48:00,2011-01-31T03:21:00,Requester, Analyze Request for Quotation,Karel de Groot
127,2011-01-16T12:35:00,2011-01-16T13:20:00,Requester, Create Purchase Requisition,Fjodor Kowalski
127,2011-01-16T21:18:00,2011-01-16T21:28:00,Requester, Create Request for Quotation Requester,Kim Passa
127,2011-01-17T15:06:00,2011-01-17T15:25:00,Requester, Analyze Request for Quotation,Magdalena Predutta
127,2011-01-17T16:06:00,2011-01-17T16:13:00,Requester, Amend Request for Quotation Requester,Tesca Lobes
